1,1,4.307,0.254,1.036,0.453,4.312
1,2,3.633,0.24,1.0105,0.4215,7.272
1,3,3.40833,0.226,1.02267,0.381,10.232
1,4,3.2045,0.22275,1.016,0.36375,12.827
1,5,3.0638,0.2236,1.0042,0.359,15.328
1,6,3.064,0.224167,1.0325,0.351667,18.393
1,7,2.97571,0.239,1.012,0.345571,20.839
1,8,2.91288,0.215625,1.01112,0.3435,23.316
1,9,2.92511,0.214667,1.04067,0.356667,26.336
1,10,2.8923,0.235,1.003,0.3409,28.932
1,11,2.84891,0.216636,1.011,0.361818,31.346
1,12,2.86883,0.234917,1.04567,0.334583,34.437
1,13,2.87092,0.214308,1.07385,0.334615,37.336
1,14,2.7865,0.216643,1.00286,0.331429,39.02
1,15,2.84813,0.2218,1.0112,0.332,42.733
1,16,2.7985,0.214875,1.01237,0.327875,44.789
1,17,2.77994,0.220706,1.01982,0.325118,47.279
1,18,2.77672,0.218944,1.02289,0.327778,49.996
1,19,2.75889,0.219895,1.00489,0.335947,52.434
1,20,2.7779,0.21335,1.05425,0.32145,55.574
1,21,2.75191,0.21881,1.00929,0.329905,57.802
1,22,2.75641,0.224773,1.00827,0.323409,60.657
1,23,2.78826,0.220217,1.009,0.323783,64.153
1,24,2.76213,0.214875,1.006,0.323333,66.307
1,25,2.75532,0.21724,1.01148,0.32356,68.902
1,26,2.73958,0.220462,1.01119,0.325885,71.249
1,27,2.73437,0.215407,1.02304,0.321445,73.85
1,28,2.7705,0.215786,1.06371,0.322322,77.592
1,29,2.7479,0.215586,1.04159,0.327138,79.711
1,30,2.74027,0.229567,1.01313,0.3285,82.231
1,31,2.70474,0.215194,1.0151,0.332194,83.87
1,32,2.93813,0.227125,1.13747,0.3535,94.049
1,33,2.56888,0.210485,0.959394,0.32503,84.794
1,34,2.52638,0.201382,0.947529,0.310382,85.92
1,35,2.469,0.198143,0.930571,0.307314,86.44
1,36,2.4345,0.193889,0.914305,0.303722,87.666
1,37,2.39432,0.191405,0.902162,0.299135,88.616
1,38,2.42366,0.19729,0.922553,0.3125,92.125
1,39,2.37079,0.188974,0.893256,0.296949,92.486
1,40,2.3584,0.18885,0.881275,0.2987,94.361
1,41,2.3839,0.186171,0.919073,0.30339,97.771
1,42,2.61443,0.210429,0.979357,0.323762,109.837
1,43,2.3587,0.202628,0.898093,0.292768,101.449
1,44,2.20043,0.182205,0.830045,0.282636,96.846
1,45,2.18384,0.175644,0.820089,0.281356,98.303
1,46,2.35833,0.193239,0.875152,0.299239,108.515
1,47,2.13872,0.17766,0.809277,0.276213,100.551
1,48,2.18475,0.182042,0.814896,0.284646,104.903
1,49,2.10122,0.173959,0.793551,0.271939,102.995
1,50,2.10256,0.17032,0.805,0.27666,105.166
1,51,2.07853,0.166392,0.781627,0.267353,106.042
1,52,2.09269,0.172596,0.795865,0.273712,108.852
1,53,2.29934,0.187038,0.857811,0.298774,121.91
1,54,2.01974,0.1615,0.766722,0.264704,109.099
1,55,1.97631,0.159545,0.750818,0.2598,108.732
1,56,1.96204,0.156839,0.749036,0.261786,109.908
1,57,2.03167,0.158754,0.787632,0.271298,115.838
1,58,1.94129,0.158086,0.732483,0.256172,112.639
1,59,1.949,0.158576,0.739712,0.259966,115.025
1,60,1.91227,0.156217,0.727367,0.25475,114.774
1,61,1.89171,0.153361,0.715754,0.252721,115.435
1,62,1.891,0.152048,0.716323,0.262629,117.28
1,63,1.93756,0.168651,0.717682,0.258143,122.107
1,64,1.84239,0.14925,0.699453,0.247844,117.955
1,65,1.91726,0.156969,0.712769,0.254662,124.662
1,66,1.82473,0.147924,0.685106,0.247636,120.472
1,67,1.80407,0.147522,0.680015,0.243985,120.92
1,68,1.79731,0.146765,0.683147,0.248426,122.264
1,69,1.76858,0.144101,0.671232,0.242855,122.08
1,70,1.77504,0.146443,0.6675,0.242929,124.299
1,71,1.76139,0.143873,0.663972,0.240803,125.101
1,72,1.73104,0.142014,0.655986,0.237,124.683
1,73,1.72301,0.142479,0.651671,0.235192,125.829
1,74,1.74245,0.142973,0.668662,0.239135,128.988
1,75,1.73151,0.146933,0.647307,0.236733,129.912
1,76,1.73109,0.143079,0.653487,0.234961,131.602
1,77,1.71538,0.142961,0.634584,0.23326,132.134
1,78,1.70247,0.142333,0.63859,0.232077,132.85
1,79,1.75737,0.139696,0.688177,0.234696,138.872
1,80,1.66714,0.138912,0.627338,0.23015,133.421
1,81,1.66754,0.136741,0.638086,0.228975,135.12
1,82,1.64363,0.138061,0.618915,0.227646,134.835
1,83,1.63967,0.136554,0.625265,0.226084,136.145
1,84,1.66371,0.13506,0.661417,0.224536,139.803
1,85,1.61981,0.135141,0.608941,0.224412,137.73
1,86,1.66603,0.142756,0.623116,0.230093,143.336
1,87,1.62879,0.13931,0.604632,0.22646,141.758
1,88,1.59405,0.133693,0.599784,0.221909,140.33
1,89,1.59035,0.133798,0.601191,0.222494,141.596
1,90,1.60966,0.134644,0.606467,0.2231,144.915
1,91,1.59999,0.133242,0.60111,0.23111,145.653
1,92,1.64297,0.139598,0.618554,0.229815,151.205
1,93,1.60952,0.135333,0.607505,0.231075,149.75
1,94,1.57054,0.131915,0.59733,0.220617,147.691
1,95,1.58575,0.134968,0.591179,0.222547,150.703
1,96,1.58528,0.134323,0.597437,0.221198,152.253
1,97,1.54783,0.132845,0.579629,0.216887,150.196
1,98,1.6024,0.135337,0.626041,0.220398,157.088
